class,text
1,"Played straight with Despereaux in ""Indiana Shawn,"" but then subverted."
1,"Juliet and Abigail barely saved from death, Shawn  officially  breaking up with Abigail, and Juliet suffering psychological trauma...yet they survived."
1,"Oh, and they didn't catch Yin, Mary died, and Yang's still insane."
0,"The real city is a small town of less than 100,000 people that has 1-2 murders a year."
0,"He admonishes the interns to speak positively around the coma patient, lest they frighten him into remaining comatose."
1,"Yang,"" where Shawn's callous goofy jokes over the kidnapping of a waitress and later   his mother  seem like crossing the line even by the show's very loose, wacky standards."
1,"Shawn confides in Gus that if he starts taking the case seriously, then he'll be playing by the killer's rules instead of his own, which would allow the killer to win, and would likely cause Shawn to actually have to  deal  with the incredible amount of fear he was mentally blocking out."
0,"One episode is about how Shawn used to idolize firemen, which his policeman father tried to pull him away from; after meeting firemen as an adult, he thanks his father for ""keeping him off the pole...in more ways than one."
1,"When he's finally rid of her ( she has a heart attack, and is told to retire for health reasons - not that she would have gotten in anyways; she had myriad other health problems that would have made doing the job well quite difficult for her ) and told that  Da Chief  thinks they're similar, he's  horrified  by the thought that this is what internal affairs and the rest of the department thinks of him."
0,"Also, there's a longer version of the song that airs occasionally."
1,Lampshaded a pair of students smart enough to hack into the police database  that need money attempt to get said money do so by  using the hacking skills to create a cover ID to rob places .
1,The cast notes that they were really stupid.
0,"He's something of an aversion, though, being for the most part a pretty well-adjusted (if oddball) guy."
1,"""Yang 3 in 2D"" has  her implying she wants to host  The View  and make out with Elizabeth Hasselbeck."
1,Yang  is revealed as this through flashbacks when Shawn meets  her at the end.
0,"""That wasn't a jelly donut."
0,""" One of the villains, described as "" a fabulous Emmett Smith ,"" cocks his gold-plated pistol and says, "" I don't even need to do that ."
0,One episode involves a rigged poker game with invisibly marked cards.
1,"Yang and young Shawn, at the time played by Liam James ."
1,"The photograph is brought back in ""Yang 3 in 2D,"" but  the young Shawn in the photograph is now Skyler Gisondo, who replaced James in season 5 ."
1,"In ""Death is in the Air"" Shawn calls back to this when trying to tell Jules   that he loves her ."
1,The owners of fine art would steal them from themselves and blame the crime on Desperaux.
1,"However, as Extradition II shows, he's every bit as capable as he originally claimed."
1,"  Henry, if two out of three of your cop buddies were  dirty cops , what are the odds the third one will be one too?"
0,Corbin Bernsen plays his character both in the present and 20 years ago.
0,Shawn even occasionally uses it as a gag introduction to the duo.
1,""" Shawn:  You mean you'll shoot me."
0,"Happens at least once, usually to shore up a case that's low on physical evidence."
0,"In the season six finale,  Henry retires after learning that half of his old partners were crooked, covering up murder and drug trafficking for some extra money on the side."
1,actually enters a relationship with one .
0,"""  In  Let's Get Hairy , after Shawn protests to Henry that he has a case to solve, Henry remarks that Shawn has a case every week."
0,", Shawn tells his father ""slap a wig on you, it's the spitting image of yourself 20 years ago""."
0,"in the Shining tribute ep, Shawn suggests that Lassie is letting his imagination run away with him saying ""it happens to Gus and I once every seven days""."
0,"His followup line when called on it (usually by Gus), ""I've heard it both ways,"" is heard about  Once an Episode ."
0,"""  Lampshaded  again  by Shawn with ""I've heard it both ways... actually, I haven't."
1,"But when  Juliet finally makes an offer for a date, Shawn happens to be on his way to a date with a childhood sweetheart."
1,"Far, far worse is when he has to give her hints to his location over the phone under the pretense of saying goodbye to a lover."
1,"When he says he loves her and she begins to respond in kind, he  intentionally  cuts her off by saying ""Goodbye, Abigail"" to prove it was fake."
1,It happens in   the high school reunion episode .
0,"At the SBPD, he remembered the name of their video tech when Juliet forgot the guy even  existed."
0,"They accuse him of mocking Asian-Americans, but he explains that he was adopted and raised by a Thai family, so in a sense he  is  Asian-American - and, incidentally, that ""offensive accent"" is how he actually speaks."
0,"This is my associate, Burton Guster."
1,"We find out from an offhand remark by Henry what happened to Shawn's mother:  she left, and Henry's  very bitter  about it."
1,"Strange variant on this:  Shawn doesn't realize his mom left his dad and despises his dad for being the leaver, until his mom tells him the truth and apologizes for the negative changes in his life that occurred after she left."
1,Yin wears ankle weights to make Shawn believe Mary is the killer.
1,And a bit where it's made to look like   McNabb is Mr.
1,But he's not;   the drugs are just taking effect.
1,"As he tells this to his last remaining partner, a tragic case of  I Never Said It Was Poison  happens, and the last partner shoots Henry as they're walking along the beach to keep him quiet."
1,"Abigail has since been  put on a plane  to do volunteer work in Africa, but says she'll return sometime in February."
1,And she did... only to fall into the hands of Mr.
1,"Although Shawn rescues her, she breaks up with him, unable to deal with the danger Shawn's profession puts him and his loved ones in."
1,"Juliet also expresses some jealousy when she discovers that Shawn's relationship with Abigail has progressed to the ""he has a drawer, she has a toothbrush stage"" when she and Gus are checking out Shawn's apartment."
